category,percentage,id,sampling_error,name
personality,0.9883845445412012,Openness,0.05434960272,Openness
personality,0.9515186018951849,Adventurousness,0.04719403264,Adventurousness
personality,0.7451664000406532,Artistic interests,0.096391376,Artistic interests
personality,0.07090804790300265,Emotionality,0.044588418479999996,Emotionality
personality,0.35109075858876604,Imagination,0.05892351,Imagination
personality,0.9966082032083827,Intellect,0.05136114112,Intellect
personality,0.9838989700906298,Liberalism,0.07804888848,Authority-challenging
personality,0.6116838827101392,Conscientiousness,0.07060214672,Conscientiousness
personality,0.8984240700143731,Achievement striving,0.09156272776,Achievement striving
personality,0.8938252329031005,Cautiousness,0.08482969776,Cautiousness
personality,0.5941581049004188,Dutifulness,0.05642925824,Dutifulness
personality,0.5316311374462775,Orderliness,0.06525177576,Orderliness
personality,0.7707588002066795,Self-discipline,0.0436007308,Self-discipline
personality,0.9736376211412887,Self-efficacy,0.08543948272,Self-efficacy
personality,0.9299583475789364,Extraversion,0.051770307280000004,Extraversion
personality,0.9863081212483776,Activity level,0.07182489136,Activity level
personality,0.9982966883701133,Assertiveness,0.07684547904,Assertiveness
personality,0.23265342033956354,Cheerfulness,0.09612967432,Cheerfulness
personality,0.553641377888685,Excitement-seeking,0.0766695196,Excitement-seeking
personality,0.5339670802254419,Friendliness,0.06973936680000001,Outgoing
personality,0.5362697915710365,Gregariousness,0.05429401936,Gregariousness
personality,0.01802245763360638,Agreeableness,0.09010591304,Agreeableness
personality,0.6636882159220896,Altruism,0.06550189056,Altruism
personality,0.6993802984883621,Cooperation,0.07486598408,Cooperation
personality,0.011053112966025291,Modesty,0.05091999648,Modesty
personality,0.38610504735163825,Morality,0.05826001744,Uncompromising
personality,0.46708780079490264,Sympathy,0.08986649072,Sympathy
personality,0.9609509423609582,Trust,0.05109685,Trust
personality,0.959783814555659,Neuroticism,0.08281415904,Emotional range
personality,0.016955613411881454,Anger,0.08676321336000001,Fiery
personality,0.018813336041274942,Anxiety,0.05055536696,Prone to worry
personality,0.22481449596447922,Depression,0.053518597599999995,Melancholy
personality,0.003824512420127213,Immoderation,0.04944728288,Immoderation
personality,0.1353488144905861,Self-consciousness,0.05157089888,Self-consciousness
personality,0.013518255450535421,Vulnerability,0.07843359496,Susceptible to stress
needs,0.2656805069630833,Challenge,0.07752459696,Challenge
needs,0.12894574001954606,Closeness,0.07664936648000001,Closeness
needs,0.7948773025983789,Curiosity,0.10923837048,Curiosity
needs,0.24538105700624308,Excitement,0.09976471832,Excitement
needs,0.04229485724335208,Harmony,0.09861254464,Harmony
needs,0.06368454896363479,Ideal,0.089666118,Ideal
needs,0.34318279690911757,Liberty,0.13342479832,Liberty
needs,0.47634553465127194,Love,0.09091965688,Love
needs,0.6140038581371855,Practicality,0.07992687080000001,Practicality
needs,0.13639800665827373,Self-expression,0.07511738096000001,Self-expression
needs,0.3045710671032068,Stability,0.0972904476,Stability
needs,0.3292142283693158,Structure,0.07328830296,Structure
values,0.03350220564140727,Conservation,0.06465848383999999,Conservation
values,0.7344456149549811,Openness to change,0.06005953832,Openness to change
values,0.05870650089276758,Hedonism,0.12479541072,Hedonism
values,0.38570617219133985,Self-enhancement,0.0943058332,Self-enhancement
values,0.06534200771626891,Self-transcendence,0.07223760424,Self-transcendence
